hotel_id,city,check_in,check_out,breakfast_0_1,accommadation_type,distance_km,Sustain_cert,reviews_0_10,nr_reviews,Price_euro
626,Frankfurt,2/17/2025,2/18/2025,0,Hotel,5.2,1,7.5,849,119
627,Frankfurt,2/17/2025,2/18/2025,0,Motel,2.5,0,7.8,1309,84
628,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,.5,0,7.9,3077,92
629,Frankfurt,2/17/2025,2/18/2025,0,Hotel,3.5,1,7.4,1275,82
630,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,2,0,8.699999999999999,1062,78
631,Frankfurt,2/17/2025,2/18/2025,0,Hotel,9.1,1,7.8,1950,98
632,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.6,0,6.9,2150,49
633,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.7,1,8.6,4599,169
634,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.9,1,8.6,7317,141
635,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.3,1,8,903,163
636,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.1,0,7.6,2194,121
637,Frankfurt,2/17/2025,2/18/2025,0,Pension,1.2,0,6.2,159,46
638,Frankfurt,2/17/2025,2/18/2025,0,Pension,2.4,0,7,47,55
639,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,2,1,8.5,3722,82
640,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.4,0,6.5,731,47
641,Frankfurt,2/17/2025,2/18/2025,1,Hotel,6.9,1,8.4,2733,85
642,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,.9,0,8.199999999999999,1589,172
643,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,.25,0,4.9,2059,45
644,Frankfurt,2/17/2025,2/18/2025,0,Hotel,4.8,1,7.7,1959,96
645,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.8,0,8.6,1379,128
646,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.8,0,6,1433,46
647,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.3,0,6.6,873,52
648,Frankfurt,2/17/2025,2/18/2025,0,Hotel,5.9,0,7.1,2185,56
649,Frankfurt,2/17/2025,2/18/2025,1,Hotel,6.7,0,7.6,3157,56
650,Frankfurt,2/17/2025,2/18/2025,0,Hotel,4.6,0,7.1,553,49
651,Frankfurt,2/17/2025,2/18/2025,0,Hotel,3.7,0,7.8,7775,173
652,Frankfurt,2/17/2025,2/18/2025,1,Hotel,1.1,0,6.4,397,62
653,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.1,0,5.3,2173,37
654,Frankfurt,2/17/2025,2/18/2025,0,Hotel,4.6,0,5.7,403,40
655,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.3,0,8.199999999999999,1416,228
656,Frankfurt,2/17/2025,2/18/2025,0,Hotel,4.5,0,7.2,2048,40
657,Frankfurt,2/17/2025,2/18/2025,0,Hotel,8.800000000000001,0,7.5,13062,27
658,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,.6,0,8.300000000000001,1152,152
659,Frankfurt,2/17/2025,2/18/2025,0,Pension,1.5,0,4.4,2383,42
660,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,1.3,0,8.800000000000001,285,126
661,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.6,1,8.1,2181,91
662,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.5,1,7.9,1308,179
663,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.5,0,8.6,1012,161
664,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,1.3,0,7.6,1111,103
665,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,2.7,0,7.5,929,84
666,Frankfurt,2/17/2025,2/18/2025,0,Hotel,11.4,1,7.7,3093,85
667,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2,1,8.4,2159,212
668,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.2,1,8.4,1304,96
669,Frankfurt,2/17/2025,2/18/2025,0,Hotel,6,0,8.300000000000001,3669,77
670,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.5,0,5.7,116,60
671,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.4,0,8.4,361,147
672,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.3,0,6.4,2001,33
673,Frankfurt,2/17/2025,2/18/2025,0,Hotel,6.3,0,8.5,850,124
674,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.6,0,6.5,1245,60
675,Frankfurt,2/17/2025,2/18/2025,0,Hotel,3.4,0,6.2,434,52
676,Frankfurt,2/17/2025,2/18/2025,0,Hotel,8,0,8.4,598,70
677,Frankfurt,2/17/2025,2/18/2025,0,Hostel,1.1,0,7.2,4618,17
678,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.6,1,8.800000000000001,2254,239
679,Frankfurt,2/17/2025,2/18/2025,0,Hotel,6.3,0,7.2,1347,45
680,Frankfurt,2/17/2025,2/18/2025,0,Hotel,5.9,0,7.9,1050,77
681,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.8,0,6.8,693,55
682,Frankfurt,2/17/2025,2/18/2025,0,Hotel,7.1,0,7.5,3930,60
683,Frankfurt,2/17/2025,2/18/2025,0,Pension,1.6,0,5.5,283,43
684,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,1.3,0,7.4,411,126
685,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1,0,4.3,1977,45
686,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.2,1,9,1333,252
687,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,4,0,8,587,76
688,Frankfurt,2/17/2025,2/18/2025,0,Hotel,8.800000000000001,1,7.7,1311,72
689,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.6,0,6.4,6,54
690,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.6,1,7.1,9422,14
691,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.9,0,8.1,2340,76
692,Frankfurt,2/17/2025,2/18/2025,0,Hotel,3.4,0,8,363,52
693,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.6,0,7.1,66,73
694,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.7,0,8.199999999999999,20,101
695,Frankfurt,2/17/2025,2/18/2025,1,Hotel,1.1,0,9,498,145
696,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.9,0,8.199999999999999,319,83
697,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.5,1,8.6,2487,187
698,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.45,1,8.800000000000001,910,262
699,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.6,0,7.5,10,62
700,Frankfurt,2/17/2025,2/18/2025,0,Hotel,7.7,0,7.5,124,84
701,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.5,0,6.7,799,48
702,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1,0,4,1189,48
703,Frankfurt,2/17/2025,2/18/2025,1,Pension,8.199999999999999,0,7.8,434,72
704,Frankfurt,2/17/2025,2/18/2025,0,Hotel,9.300000000000001,0,6.3,2363,59
705,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,2.8,0,5.8,1051,41
706,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,1,0,3.9,327,75
707,Frankfurt,2/17/2025,2/18/2025,0,Pension,1.3,0,4.9,29,47
708,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,1.3,0,9,1959,143
709,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.6,0,6.6,50,59
710,Frankfurt,2/17/2025,2/18/2025,0,Hotel,5,0,7.8,513,89
711,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.1,0,4,936,38
712,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.2,0,8.800000000000001,174,116
713,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.6,0,8,1,66
714,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,3.3,0,6.9,8,73
715,Frankfurt,2/17/2025,2/18/2025,0,Hotel,7.6,0,8.4,5,52
716,Frankfurt,2/17/2025,2/18/2025,0,Hotel,6.4,0,8.4,474,76
717,Frankfurt,2/17/2025,2/18/2025,0,Hotel,3.9,0,7.9,102,88
718,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.6,0,6.2,15,59
719,Frankfurt,2/17/2025,2/18/2025,1,Hotel,7.7,0,7.7,342,101
720,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.8,1,7,6272,13
721,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,1.2,0,8.699999999999999,2784,199
722,Frankfurt,2/17/2025,2/18/2025,0,Hotel,6.5,0,6.7,37,42
723,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.6,0,7.7,6,59
724,Frankfurt,2/17/2025,2/18/2025,0,Hotel,5.2,0,7.5,344,74
725,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1,0,4.7,591,41
726,Frankfurt,2/17/2025,2/18/2025,1,Hostel,1.1,0,8.1,1538,44
727,Frankfurt,2/17/2025,2/18/2025,0,Hotel,6.4,0,6.2,589,44
728,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.4,0,7.6,68,168
729,Frankfurt,2/17/2025,2/18/2025,0,Hotel,6.4,0,6.5,676,46
730,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.4,0,7.1,30,137
731,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1,0,5.2,1772,45
732,Frankfurt,2/17/2025,2/18/2025,0,Hotel,10.1,0,8.5,349,80
733,Frankfurt,2/17/2025,2/18/2025,0,Pension,5.5,0,6.9,325,38
734,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.7,0,6.9,32,91
735,Frankfurt,2/17/2025,2/18/2025,0,Hotel,10.2,0,8.6,599,88
736,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.6,0,5.6,11,55
737,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.1,0,3.7,159,42
738,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,.7,0,8.5,109,183
739,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,2.9,0,7.3,3,72
740,Frankfurt,2/17/2025,2/18/2025,0,Hotel,8.6,0,7.7,17,98
741,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.7,0,6.3,55,166
742,Frankfurt,2/17/2025,2/18/2025,0,Hotel,9.5,0,6.1,553,46
743,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.6,0,6.6,13,47
744,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,5.4,0,8.5,46,128
745,Frankfurt,2/17/2025,2/18/2025,0,Hostel,3.3,0,5.4,2777,16
746,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.6,0,10,1,59
747,Frankfurt,2/17/2025,2/18/2025,0,Hotel,5.3,0,5.6,118,41
748,Frankfurt,2/17/2025,2/18/2025,0,Privatzimmer,2.6,0,7.7,43,117
749,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.6,0,4,2,60
750,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,.35,0,7.6,6,65
751,Frankfurt,2/17/2025,2/18/2025,0,Hotel,8.4,0,8.5,437,57
752,Frankfurt,2/17/2025,2/18/2025,0,Privatzimmer,7.5,0,7,3,50
753,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,6.2,0,6.5,2,74
754,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,5.4,0,7.7,27,140
755,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.6,0,5,1,64
756,Frankfurt,2/17/2025,2/18/2025,0,die Zeit-Lodge,3.9,0,8.699999999999999,7,106
757,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.6,0,4,3,60
758,Frankfurt,2/17/2025,2/18/2025,0,Hotel,11.1,0,8,549,281
759,Frankfurt,2/17/2025,2/18/2025,0,Privatzimmer,7.5,0,4,1,58
760,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,4,0,9.199999999999999,12,272
761,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,9.6,0,9.5,4,351
762,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,5,0,3,1,265
763,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.2,1,8.199999999999999,7237,80
764,Hamburg,2/11/2025,2/12/2025,0,Hotel,7.4,1,7.2,2707,66
765,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.7,0,6.7,5322,59
766,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.5,0,8.300000000000001,6424,101
767,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.9,1,8.1,4493,109
768,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.5,1,8.1,4704,99
769,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.2,0,8.1,1218,86
770,Hamburg,2/11/2025,2/12/2025,1,Hotel,.7,1,6.9,4427,48
771,Hamburg,2/11/2025,2/12/2025,1,Hotel,2.2,0,8.5,2059,104
772,Hamburg,2/11/2025,2/12/2025,0,Hotel,.7,0,7.1,2390,65
773,Hamburg,2/11/2025,2/12/2025,0,Hotel,7,0,7.7,3328,59
774,Hamburg,2/11/2025,2/12/2025,0,Hotel,.6,1,7.1,10579,60
775,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.4,0,7.1,2735,69
776,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.9,1,7.9,4981,78
777,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.9,0,7.9,17705,70
778,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.2,0,8.1,769,78
779,Hamburg,2/11/2025,2/12/2025,0,Hotel,.7,1,7.6,7134,74
780,Hamburg,2/11/2025,2/12/2025,0,Ferienwohnung,7.4,0,6.7,17,233
781,Hamburg,2/11/2025,2/12/2025,0,Hotel,.7,0,8,4652,78
782,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.8,0,8.1,1542,71
783,Hamburg,2/11/2025,2/12/2025,0,Hotel,7.8,0,7.7,5089,85
784,Hamburg,2/11/2025,2/12/2025,0,Hotel,5.5,1,7.8,3775,134
785,Hamburg,2/11/2025,2/12/2025,0,Hotel,2,0,8.4,1950,125
786,Hamburg,2/11/2025,2/12/2025,0,Hotel,.8,1,7.5,5674,85
787,Hamburg,2/11/2025,2/12/2025,0,Hotel,3.1,0,8.699999999999999,2185,110
788,Hamburg,2/11/2025,2/12/2025,0,Hotel,1,0,7.7,27108,72
789,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.4,1,7.4,1991,69
790,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.5,0,7.8,1006,77
791,Hamburg,2/11/2025,2/12/2025,0,Hotel,6,0,6.9,2301,65
792,Hamburg,2/11/2025,2/12/2025,1,Hotel,.8,1,6.9,4256,70
793,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.8,0,8.199999999999999,1848,100
794,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.2,1,7.9,1393,87
795,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.2,1,7.9,2044,95
796,Hamburg,2/11/2025,2/12/2025,1,Hotel,.7,1,6.7,3757,65
797,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.1,1,8,16097,73
798,Hamburg,2/11/2025,2/12/2025,0,Hotel,5.1,1,8.1,6011,84
799,Hamburg,2/11/2025,2/12/2025,0,Hotel,3.1,1,8,3733,105
800,Hamburg,2/11/2025,2/12/2025,0,Hotel,.3,0,8.1,1861,114
801,Hamburg,2/11/2025,2/12/2025,0,Hotel,6,1,7.8,7140,124
802,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.8,0,7.7,689,88
803,Hamburg,2/11/2025,2/12/2025,0,Hostel,.7,0,6.9,11742,11
804,Hamburg,2/11/2025,2/12/2025,0,Hotel,6.2,1,8.199999999999999,6968,118
805,Hamburg,2/11/2025,2/12/2025,0,Hotel,.8,0,7.8,2109,89
806,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.3,0,7.8,1943,85
807,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.9,1,7.1,3192,75
808,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.1,1,8.199999999999999,1148,149
809,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.9,1,7.7,4859,65
810,Hamburg,2/11/2025,2/12/2025,0,Hotel,5.2,1,8.300000000000001,4898,92
811,Hamburg,2/11/2025,2/12/2025,0,Hotel,6.3,1,8.6,3276,121
812,Hamburg,2/11/2025,2/12/2025,1,Hotel,14.3,0,8.4,1273,102
813,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.6,0,7.9,655,61
814,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.2,1,7,8247,58
815,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.1,1,8.199999999999999,8894,104
816,Hamburg,2/11/2025,2/12/2025,0,Hotel,.8,0,8.5,8156,140
817,Hamburg,2/11/2025,2/12/2025,0,Hotel,.5,1,7.4,4212,140
818,Hamburg,2/11/2025,2/12/2025,0,Hotel,.5,0,8.1,7777,141
819,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.5,1,8.5,9432,154
820,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.3,0,7.8,4149,135
821,Hamburg,2/11/2025,2/12/2025,0,Hotel,9.9,0,8.300000000000001,1117,105
822,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.6,1,8.1,5019,104
823,Hamburg,2/11/2025,2/12/2025,0,Hotel,7.6,0,6.7,2848,105
824,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.2,1,7.6,3066,78
825,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.3,1,8.300000000000001,8904,121
826,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.7,1,7.8,2171,83
827,Hamburg,2/11/2025,2/12/2025,0,Hotel,6.9,0,7.7,1249,124
828,Hamburg,2/11/2025,2/12/2025,0,Hotel,9.800000000000001,0,7.9,3062,83
829,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.8,1,8,4990,152
830,Hamburg,2/11/2025,2/12/2025,1,Hotel,1.8,0,8.5,1258,109
831,Hamburg,2/11/2025,2/12/2025,0,Hotel,1,0,8.4,5889,84
832,Hamburg,2/11/2025,2/12/2025,0,Hotel,5.9,0,7.7,3891,95
833,Hamburg,2/11/2025,2/12/2025,1,Hotel,2.8,0,8.199999999999999,3813,66
834,Hamburg,2/11/2025,2/12/2025,0,Hotel,1,0,8.300000000000001,7261,155
835,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.6,1,8.300000000000001,5424,166
836,Hamburg,2/11/2025,2/12/2025,0,Hotel,5.4,1,8.300000000000001,5517,115
837,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.5,1,8.199999999999999,4570,103
838,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.7,1,8.9,3015,192
839,Hamburg,2/11/2025,2/12/2025,0,Hotel,.7,0,8.6,2812,109
840,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.2,0,8,2403,116
841,Hamburg,2/11/2025,2/12/2025,0,Aparthotel,7.5,0,8.4,6457,100
842,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.4,0,8.199999999999999,1885,77
843,Hamburg,2/11/2025,2/12/2025,0,Hotel,9.300000000000001,0,8.4,2279,224
844,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.8,0,7.3,1737,79
845,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.9,0,7,2495,86
846,Hamburg,2/11/2025,2/12/2025,0,Hotel,3.2,0,8.4,1337,114
847,Hamburg,2/11/2025,2/12/2025,0,Aparthotel,3.4,0,8.199999999999999,8822,84
848,Hamburg,2/11/2025,2/12/2025,0,Aparthotel,6.2,0,9,34,108
849,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.9,1,8.199999999999999,4477,134
850,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.9,0,8.199999999999999,9514,104
851,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.1,1,8.300000000000001,7941,122
852,Hamburg,2/11/2025,2/12/2025,0,Aparthotel,2.2,0,8.300000000000001,4100,87
853,Hamburg,2/11/2025,2/12/2025,0,Hotel,.8,1,8.4,4283,165
854,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.4,0,6.6,1638,54
855,Hamburg,2/11/2025,2/12/2025,0,Hotel,4,0,8.6,4189,161
856,Hamburg,2/11/2025,2/12/2025,0,Hotel,.8,0,7.3,4079,40
857,Hamburg,2/11/2025,2/12/2025,0,Hotel,3.4,0,7.8,5830,134
858,Hamburg,2/11/2025,2/12/2025,0,Hotel,10.2,0,7.7,3512,95
859,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.9,1,8.6,8759,135
860,Hamburg,2/11/2025,2/12/2025,1,Hotel,15.5,0,7.9,6649,99
861,Hamburg,2/11/2025,2/12/2025,0,Hotel,8.1,0,8,1758,129
862,Hamburg,2/11/2025,2/12/2025,1,Hotel,1,0,6.9,1821,62
863,Hamburg,2/11/2025,2/12/2025,0,Hotel,8,1,7.8,5937,111
864,Hamburg,2/11/2025,2/12/2025,0,Hotel,.9,0,5.7,2818,40
865,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.1,1,8.5,10070,131
866,Hamburg,2/11/2025,2/12/2025,0,Hotel,3,0,8.699999999999999,3354,124
867,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.9,0,8.1,2762,94
868,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.4,1,8.6,8931,149
869,Hamburg,2/11/2025,2/12/2025,0,Hotel,.2,0,8.4,1309,135
870,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.5,0,7.4,1188,101
871,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.3,1,7.8,3820,109
872,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.1,0,8.9,1509,187
873,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.6,0,7.8,3901,99
874,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.7,1,7.9,3277,63
875,Hamburg,2/11/2025,2/12/2025,0,Hotel,1,0,8.6,8272,174
876,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.8,0,8.1,1232,114
877,Hamburg,2/11/2025,2/12/2025,0,Pension,10,0,7.9,1747,105
878,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.5,1,6.9,15536,11
879,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.8,0,8.6,978,150
880,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.5,1,8.5,4865,170
881,Hamburg,2/11/2025,2/12/2025,0,Hotel,7,1,8.4,770,133
882,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.6,0,7.9,1681,185
883,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.4,0,7.5,3924,61
884,Hamburg,2/11/2025,2/12/2025,0,Hotel,1,1,8.4,2690,174
885,Hamburg,2/11/2025,2/12/2025,1,Hotel,6.7,0,6.8,2099,65
886,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.7,0,8.6,396,111
887,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.2,0,7.4,1777,64
888,Hamburg,2/11/2025,2/12/2025,0,Hotel,5.7,0,7.3,4767,60
889,Hamburg,2/11/2025,2/12/2025,0,Hotel,10.7,0,7.1,2523,80
890,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.6,0,9,337,172
891,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.4,0,8.199999999999999,3282,91
892,Hamburg,2/11/2025,2/12/2025,1,Hotel,2.1,0,7.2,6650,77
893,Hamburg,2/11/2025,2/12/2025,0,Aparthotel,1.9,1,8.699999999999999,3197,139
894,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.1,0,7.1,689,75
895,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.1,1,8.300000000000001,5552,103
896,Hamburg,2/11/2025,2/12/2025,0,Hotel,1,0,8.4,11933,131
897,Hamburg,2/11/2025,2/12/2025,0,Hotel,3.4,0,8.4,2487,113
898,Hamburg,2/11/2025,2/12/2025,0,Hotel,11.5,0,7.9,993,70
899,Hamburg,2/11/2025,2/12/2025,0,Aparthotel,2,1,8.300000000000001,1582,103
900,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.4,0,8,3141,69
901,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.9,0,8.800000000000001,1379,93
902,Hamburg,2/11/2025,2/12/2025,0,Hostel,.7,1,6.4,10389,10
903,Hamburg,2/11/2025,2/12/2025,0,Hotel,6.8,0,7.3,894,95
904,Hamburg,2/11/2025,2/12/2025,0,Pension,3.2,0,7.2,1045,77
905,Hamburg,2/11/2025,2/12/2025,1,Hotel,1.1,0,6.6,2607,51
906,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.5,1,8.6,1703,109
907,Hamburg,2/11/2025,2/12/2025,0,Hotel,1,1,8.199999999999999,4778,109
908,Hamburg,2/11/2025,2/12/2025,0,Hotel,12.6,0,8.4,23,57
909,Hamburg,2/11/2025,2/12/2025,0,Hotel,15.5,0,8.4,803,104
910,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.4,0,7.4,2324,49
911,Hamburg,2/11/2025,2/12/2025,1,Hotel,1.1,1,8,8404,129
912,Hamburg,2/11/2025,2/12/2025,0,Hotel,3,0,7.7,2784,77
913,Hamburg,2/11/2025,2/12/2025,0,Hotel,3.3,0,8.699999999999999,234,85
914,Hamburg,2/11/2025,2/12/2025,0,Hotel,5.5,1,7.6,2561,140
915,Hamburg,2/11/2025,2/12/2025,0,Privatzimmer,10.4,0,7.1,862,74
916,Hamburg,2/11/2025,2/12/2025,0,Aparthotel,.8,0,8.800000000000001,243,106
917,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.6,0,8,784,73
918,Hamburg,2/11/2025,2/12/2025,1,Hotel,2.4,0,9.199999999999999,937,130
919,Hamburg,2/11/2025,2/12/2025,0,Hotel,11.5,0,9.1,906,157
920,Hamburg,2/11/2025,2/12/2025,0,Hostel,2.5,0,8.199999999999999,1194,59
921,Hamburg,2/11/2025,2/12/2025,0,Hotel,20.8,0,9,2678,185
922,Hamburg,2/11/2025,2/12/2025,1,Hotel,1,0,8,4438,165
923,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.2,0,8.6,1312,230
924,Hamburg,2/11/2025,2/12/2025,0,Pension,13.4,0,7.7,1361,65
925,Hamburg,2/11/2025,2/12/2025,0,Pension,.9,0,8.199999999999999,1971,99
926,Hamburg,2/11/2025,2/12/2025,0,Hostel,2.7,0,8.199999999999999,1679,92
927,Hamburg,2/11/2025,2/12/2025,0,Ferienwohnung,.8,0,9.1,206,131
928,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.2,1,7.6,313,89
929,Hamburg,2/11/2025,2/12/2025,0,Hotel,4,1,8.1,2270,81
930,Hamburg,2/11/2025,2/12/2025,0,Hotel,1.7,1,8.800000000000001,7191,144
931,Hamburg,2/11/2025,2/12/2025,1,Hotel,1.8,0,7.4,1548,99
932,Hamburg,2/11/2025,2/12/2025,0,Hotel,4.7,0,7.3,24,81
933,Hamburg,2/11/2025,2/12/2025,1,Hotel,3.5,0,7.7,1492,104
934,Hamburg,2/11/2025,2/12/2025,0,Hotel,2.7,0,7.1,2229,81
935,Hamburg,2/11/2025,2/12/2025,1,Hotel,3.8,1,6.9,2520,61
936,Hamburg,2/11/2025,2/12/2025,0,Hotel,10.3,0,7,1271,73
